Region,Country,City,Value,Year,Source
Latin America,Mexico,Mexico City,125,2016,www.metrobus.cdmx.gob.mx
Latin America,Mexico,Juárez,25,,vivirenjuarez.wix.com
Latin America,Mexico,Monterrey,30.1,2014,go.itdp.org
Latin America,Mexico,Nezahualcoyotl,16.9,2013,www.sdpnoticias.com
Latin America,Mexico,Pachuca,16.5,2014,comunicacion.hidalgo.gob.mx
Latin America,Mexico,Puebla,32.3,2015,es.wikipedia.org
Latin America,Panama,Panama,5,Cacalculating on GIS software,www.mibus.com.pa
Latin America,Peru,Lima,26,,Protransporte Planing and Information System Office
Latin America,Trinidad and Tobago,Port of Spain - Arima,24.9,2014,Google Maps
Latin America,Uruguay,Montevideo,6.3,,
Latin America,Venezuela,Caracas,5.2,,
Latin America,Venezuela,Merida,13.1,,
Latin America,Venezuela,Barquisimeto,23.9,2015,Google Maps
Northern America,Canada,Brampton,84.5,2015,Brampton Transit
Northern America,Canada,Gatineau,12,2013,www.sto.ca
Northern America,Canada,Halifax,39.44,2008,"Diaz R. (editor) Hinebaugh D. (director) , Characteristics of Bus Rapid Transit for Decision-Making (CBRT), FTA, February 2009"
Northern America,Canada,Ottawa,35.4,2015,www.octranspo1.com
Northern America,Canada,Vancouver,27,,
Northern America,Canada,Waterloo,52,2013,Grand River Transit
Northern America,Canada,Winnipeg,3.6,2012,Winnipeg Transit 
Northern America,Canada,York Regional Municipality,59,2008,"Diaz R. (editor) Hinebaugh D. (director) , Characteristics of Bus Rapid Transit for Decision-Making (CBRT), FTA, February 2009"
Northern America,United States,Alexandria - Arlington,6.4,2016,wamu.org
Northern America,United States,Albuquerque,17.7,2015,db.nbrti.org
Northern America,United States,Boston,10.3,2014,db.nbrti.org
Northern America,United States,Chicago,25.4,2013,www.transitchicago.com
Northern America,United States,Cleveland,11.4,2013,RTA
Northern America,United States,Eugene,18.88,2013,LTD
Northern America,United States,Everett,26.9,2013,www.commtrans.org
Northern America,United States,Kansas City,35.2,2012,www.nbrti.org
Northern America,United States,Las Vegas,63.05,2013,
Northern America,United States,Los Angeles,22.9,,
Northern America,United States,Miami,34,2008,www.gobrt.org
Northern America,United States,New York,79.78,2014,web.mta.info
Northern America,United States,Oakland,23.8,2009,"Diaz R. (editor) Hinebaugh D. (director) , Characteristics of Bus Rapid Transit for Decision-Making (CBRT), FTA, February 2009"
Northern America,United States,Orlando,5.1,2007,Bus Rapid Transit Planning Guide (ITDP) 2007
Northern America,United States,Phoenix,128.01,2009,"Diaz R. (editor) Hinebaugh D. (director) , Characteristics of Bus Rapid Transit for Decision-Making (CBRT), FTA, February 2009"
Northern America,United States,Pittsburgh,31,2007,Bus Rapid Transit Planning Guide (ITDP) 2007
Northern America,United States,San Bernardino,25.7,2014,www.omnitrans.org
Northern America,United States,San Diego,14,2012,www.sdmts.com and Google Maps
Northern America,United States,Snohomish County,28.9,2010,www.commtrans.org
Northern America,United States,Stockton,26.22,2012,San Joaquin Regional Transit District (RTD)
Oceania,Australia,Adelaide,12,2013,"Currie G; Delbosc, A; Assessing bus rapid transit system performance in Australasia"
Oceania,Australia,Brisbane,28.4,2013,"Currie G; Delbosc, A; Assessing bus rapid transit system performance in Australasia"
Oceania,Australia,Sydney - Blacktown - Rouse Hill,6.4,2013,"Currie G; Delbosc, A. (2013) Assessing bus rapid transit system performance in Australasia"
Oceania,Australia,Sydney - Liverpool - Parramatta,31,2013,"Currie G; Delbosc, A. (2013) Assessing bus rapid transit system performance in Australasia"
Oceania,Australia,Sydney - Parramatta - Rouse Hill,11.7,2013,"Currie G; Delbosc, A. (2013) Assessing bus rapid transit system performance in Australasia"
Oceania,New Zealand,Auckland,6.2,2014,www.maxx.co.nz
