Region,Country,City,Value,Year,Source
Northern America,Canada,Waterloo,14000,2013,Grand River Transit
Northern America,Canada,Winnipeg,166000,2012,Informed by winnipeg transit
Northern America,Canada,York Regional Municipality,35300,2008,"Diaz R. (editor) Hinebaugh D. (director) , Characteristics of Bus Rapid Transit for Decision-Making (CBRT), FTA, February 2009"
Northern America,United States,Alexandria - Arlington,1412,2015,www.alexandriava.gov
Northern America,United States,Albuquerque,10542,2012,www.cabq.gov
Northern America,United States,Boston,33386,2014,www.mbta.com
Northern America,United States,Chicago,12500,2013,articles.redeyechicago.com
Northern America,United States,Cleveland,15800,2013,More Development For Your Transit Dollar - An Analysis of 21 North American Transit Corridors (ITDP)
Northern America,United States,Eugene,10000,2013,
Northern America,United States,Everett,4200,2011,www.apta.com
Northern America,United States,Kansas City,13900,2013,
Northern America,United States,Las Vegas,34189,2013,
Northern America,United States,Los Angeles,33000,2013,More Development For Your Transit Dollar - An Analysis of 21 North American Transit Corridors (ITDP)
Northern America,United States,Miami,23000,2008,www.gobrt.org
Northern America,United States,New York,199566,,Calculated using daily demand of the six corridors
Northern America,United States,Oakland,13000,2009,"Diaz R. (editor) Hinebaugh D. (director) , Characteristics of Bus Rapid Transit for Decision-Making (CBRT), FTA, February 2009"
Northern America,United States,Orlando,4475,2007,Bus Rapid Transit Planning Guide (ITDP) 2007
Northern America,United States,Phoenix,2372,2009,"Diaz R. (editor) Hinebaugh D. (director) , Characteristics of Bus Rapid Transit for Decision-Making (CBRT), FTA, February 2009"
Northern America,United States,Pittsburgh,41861,2013,
Northern America,United States,San Bernardino,,,
Northern America,United States,San Diego,,,
Northern America,United States,Snohomish County,4878,2010,www.commtrans.org
Northern America,United States,Stockton,5322,2012,San Joaquin Regional Transit District (RTD)
Oceania,Australia,Adelaide,32000,2012,"Currie G; Delbosc, A; Assessing bus rapid transit system performance in Australasia"
Oceania,Australia,Brisbane,356800,2012,"Currie G; Delbosc, A; Assessing bus rapid transit system performance in Australasia"
Oceania,Australia,Sydney - Blacktown - Rouse Hill,,,
Oceania,Australia,Sydney - Liverpool - Parramatta,10681,2010,STA Annual Report 2009-10
Oceania,Australia,Sydney - Parramatta - Rouse Hill,7660,,CDC e-mail
Oceania,New Zealand,Auckland,22900,2012,"Currie G; Delbosc, A; Assessing bus rapid transit system performance in Australasia"
