"Indicator","Category","Region","Country","City","Value","Year","Source","Timeliness","nas"
"Propulsion, standard buses","system fleet","Europe","Spain","Castellón",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","Spain","Madrid",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","Spain","Granada","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Europe","Sweden","Gothenburg","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Europe","Sweden","Jonkoping",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","Sweden","Stockholm",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","Switzerland","Zurich","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Europe","Turkey","Istanbul",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","United Kingdom","Bradford",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","United Kingdom","Cambridge",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","United Kingdom","Crawley",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","United Kingdom","Edinburgh",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","United Kingdom","Fareham - Gosport","Combustion",2013,"www3.hants.gov.uk",3,0
"Propulsion, standard buses","system fleet","Europe","United Kingdom","Kent",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","United Kingdom","Leeds",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","United Kingdom","London",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","United Kingdom","Luton",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","United Kingdom","Manchester",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","United Kingdom","Runcorn",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","United Kingdom","Swansea",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Europe","United Kingdom","York",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","Canada","Brampton","Electric",2015,"www.brampton.ca",1,0
"Propulsion, standard buses","system fleet","Northern America","Canada","Gatineau",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","Canada","Halifax",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","Canada","Ottawa","Hybrid and Combustion",NA,"www.octranspo1.com",NA,0
"Propulsion, standard buses","system fleet","Northern America","Canada","Vancouver",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","Canada","Waterloo",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","Canada","Winnipeg",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","Canada","York Regional Municipality",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","United States","Alexandria - Arlington",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","United States","Albuquerque",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","United States","Boston","Combustion",2009,"www.mbta.com",7,0
"Propulsion, standard buses","system fleet","Northern America","United States","Chicago",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","United States","Cleveland","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Northern America","United States","Eugene","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Northern America","United States","Fort Collins","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Northern America","United States","Hartford County",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","United States","Kansas City",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","United States","Las Vegas",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","United States","Los Angeles",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","United States","Miami",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","United States","New York","Electric",NA,"en.wikipedia.org",NA,0
"Propulsion, standard buses","system fleet","Northern America","United States","Oakland",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","United States","Orlando",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","United States","Phoenix",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","United States","Pittsburgh",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","United States","San Bernardino","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Northern America","United States","San Diego",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","United States","Snohomish County",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Northern America","United States","Stockton","Electric",2015,"www.sanjoaquinrtd.com",1,0
"Propulsion, standard buses","system fleet","Asia","China","Beijing",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","China","Changde",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","China","Changzhou",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","China","Chengdu",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","China","Chongqing",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","China","Dalian",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","China","Guangzhou",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","China","Hangzhou",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","China","Hefei",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","China","Jinan",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","China","Kunming",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","China","Lanzhou",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","China","Lianyungang",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","China","Urumqi",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","China","Xiamen",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","China","Yancheng",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","China","Yichang","Combustion",2015,"www.chinabrt.org",1,0
"Propulsion, standard buses","system fleet","Asia","China","Yinchuan",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","China","Zaozhuang",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","China","Zhengzhou",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","India","Ahmedabad","Combustion",2013,"www.ahmedabadbrts.com",3,0
"Propulsion, standard buses","system fleet","Asia","India","Bhopal",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","India","Indore",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","India","Jaipur",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","India","Pune - Primpi-Chinchwad",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","India","Rajkot",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","India","Surat",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","Indonesia","Jakarta","Combustion",2013,"Transjakarta",3,0
"Propulsion, standard buses","system fleet","Asia","Iran","Isfahan",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","Iran","Tabriz",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","Iran","Tehran",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","Israel","Haifa","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Asia","Japan","Kesennuma - Tome",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","Japan","Nagoya",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","Malaysia","Subang Jaya","Electric",2015,"www.carlist.my",1,0
"Propulsion, standard buses","system fleet","Asia","Pakistan","Islamabad - Rawalpindi","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Asia","Pakistan","Lahore","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Asia","Republic of Korea","Seoul",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","Taiwan","Chiayi",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","Taiwan","Taichung","N/A",NA,"",NA,0
"Propulsion, standard buses","system fleet","Asia","Taiwan","Taipei",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Asia","Thailand","Bangkok",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Africa","Nigeria","Lagos",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Africa","South Africa","Cape Town",NA,NA,"",NA,1
"Propulsion, standard buses","system fleet","Africa","South Africa","Johannesburg",NA,NA,"",NA,1
"Propulsion, double-decker buses","system fleet","Latin America","Argentina","Buenos Aires","N/A",2013,"",3,0
"Propulsion, double-decker buses","system fleet","Latin America","Argentina","Córdoba",NA,NA,"",NA,1
"Propulsion, double-decker buses","system fleet","Latin America","Argentina","Rosario","N/A",2014,"",2,0
"Propulsion, double-decker buses","system fleet","Latin America","Brazil","Belém","N/A",NA,"",NA,0
"Propulsion, double-decker buses","system fleet","Latin America","Brazil","Belo Horizonte","N/A",NA,"",NA,0
"Propulsion, double-decker buses","system fleet","Latin America","Brazil","Blumenau","N/A",NA,"",NA,0
"Propulsion, double-decker buses","system fleet","Latin America","Brazil","Brasília","N/A",NA,"",NA,0
"Propulsion, double-decker buses","system fleet","Latin America","Brazil","Campinas","N/A",NA,"",NA,0
"Propulsion, double-decker buses","system fleet","Latin America","Brazil","Campo Grande","N/A",NA,"",NA,0
"Propulsion, double-decker buses","system fleet","Latin America","Brazil","Caxias do Sul","N/A",NA,"",NA,0
"Propulsion, double-decker buses","system fleet","Latin America","Brazil","Criciúma","N/A",NA,"",NA,0
"Propulsion, double-decker buses","system fleet","Latin America","Brazil","Curitiba","N/A",NA,"",NA,0
"Propulsion, double-decker buses","system fleet","Latin America","Brazil","São Paulo - Metropolitan area","N/A",NA,"",NA,0
"Propulsion, double-decker buses","system fleet","Latin America","Brazil","Feira de Santana","N/A",NA,"",NA,0
"Propulsion, double-decker buses","system fleet","Latin America","Brazil","Fortaleza","N/A",NA,"",NA,0
"Propulsion, double-decker buses","system fleet","Latin America","Brazil","Goiânia","N/A",NA,"",NA,0
"Propulsion, double-decker buses","system fleet","Latin America","Brazil","Guarulhos","N/A",NA,"",NA,0
