"Indicator","Category","Region","Country","City","Value","Year","Source","Timeliness","nas"
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Argentina","Buenos Aires",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Argentina","Buenos Aires - Metropolitan Area","7",NA,"www.telam.com.ar",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Argentina","Córdoba",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Argentina","Neuquén","2",2021,"www.enelsubte.com",1,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Argentina","Santa Fe",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Belém",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Belo Horizonte","11700",NA,"www.ntu.org.br",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Brasília",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Campinas",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Criciúma",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Curitiba",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Fortaleza",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Goiânia",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Guarulhos",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Juiz de Fora",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Londrina",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Natal",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Niterói",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Porto Alegre",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Recife",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Rio de Janeiro",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","São Paulo","10083",NA,"www.ntu.org.br",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","São Paulo - Metropolitan area",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Sumaré",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Teresina",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Uberaba",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Uberlândia","593",2013,"www.uberlandia.mg.gov.br",9,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Sorocaba",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Maringá",NA,NA,"2016",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Chile","Concepción",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Chile","Santiago","5730",NA,"",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Colombia","Barranquilla",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Colombia","Bogotá","26530",NA,"",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Colombia","Bucaramanga",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Colombia","Cali","7897",2014,"www.metrocali.gov.co",8,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Colombia","Cartagena",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Colombia","Medellín",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Colombia","Pereira",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Ecuador","Guayaquil","860",2013,"Metrovía",9,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Ecuador","Quito","2990",NA,"",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","El Salvador","Gran San Salvador","5727",NA,"idbdocs.iadb.org",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Guatemala","Guatemala","2600",NA,"www.muniguate.com",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Acapulco","4992",2016,"acapulco.gob.mx",6,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Chihuahua",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Guadalajara","2900",NA,"wagner.nyu.edu",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Guadalupe","10940",NA,"",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Juárez",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","León de los Aldama","1078",NA,"DirecciÃ³n General de Movilidad",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Mexico City","2880",NA,"",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Mexico City - Metropolitan Area",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Monterrey",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Pachuca",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Puebla",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Tijuana",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Panama","Panama",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Peru","Lima",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Trinidad and Tobago","Port of Spain - Arima",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Uruguay","Montevideo",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Venezuela","Barquisimeto",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Venezuela","Caracas",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Latin America","Venezuela","Merida","2115",2005,"María Alejandra Guilarte Castro, Former president of Trolmerida",17,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Oceania","Australia","Adelaide","7635",1989,"Adelaide, Australia: O-Bahn guided busway",33,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Oceania","Australia","Brisbane",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Oceania","Australia","Sydney - Metropolitan Area","15717",NA,"Average of corridors",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Oceania","New Caledonia","Nouméa",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Oceania","New Zealand","Auckland",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","Belgium","Liège",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","Finland","Helsinki",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Belfort","8480",2013,"stock.smtc90.fr",9,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Caen","19618",2010,"ITDP (2007) Bus Rapid Transit Planning Guide ; CERTU 2010",12,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Cannes",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Châlon-sur-Saône",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Douai","4647",2010,"Viva 2010 ( www.uncrd.or.jp ); connectedcities.eu ; lw2.easy-site.nl",12,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Evry",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","La Rochelle",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Le Mans",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Lille",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Lorient",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Lyon",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Maubeuge",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Metz","12430",2013,"mettis.metzmetropole.fr",9,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Nancy","16917",2010,"CERTU 2010",12,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Nantes","10440",2007,"ITDP (2007) Bus Rapid Transit Planning Guide ; Rambaud 2006 ; CERTU 2010 ; www.chinabrt.org",15,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Nîmes",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Paris",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Rouen","8300",2011,"ITDP (2007) Bus Rapid Transit Planning Guide ; Jane's Urban Transport Systems 2010-2011 ; CERTU 2010",11,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Saint-Nazaire",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Strasbourg",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","France","Toulouse","6273",2010,"Viva 2010 ( www.uncrd.or.jp ); CERTU 2010",12,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","Germany","Essen",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","Germany","Oberhausen","17410",NA,"www.uitp.org",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","Netherlands","Almere",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","Netherlands","Amsterdam",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","Netherlands","Eindhoven",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","Netherlands","Enschede","3750",2011,"COST - European Cooperation in Science and Technology",11,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","Netherlands","Utrecht",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","Spain","Castellón","14400",2011,"COST - European Cooperation in Science and Technology",11,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","Spain","Granada",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","Sweden","Gothenburg","1670",2011,"COST - European Cooperation in Science and Technology",11,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","Sweden","Jonkoping",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","Sweden","Stockholm",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","Switzerland","Zurich",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","Turkey","Istanbul",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","Cambridge",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","Fareham - Gosport",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","Greater Manchester","3716",NA,"",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","Kent","24220",2007,"www.ashford.gov.uk",15,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","Luton",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","Runcorn","777",2001,"onlinepubs.trb.org",21,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","Swansea",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","Canada","Calgary",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","Canada","Gatineau",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","Canada","Mississauga",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","Canada","Ottawa","8300",2007,"Bus Rapid Transit Planning Guide (ITDP)",15,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","Canada","Winnipeg",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","Canada","Quebec",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","Canada","York Regional Municipality","26775",NA,"www.newswire.ca",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","United States","Albuquerque",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","United States","Alexandria - Arlington","5000",2014,"alextimes.com",8,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","United States","Cleveland",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","United States","Eugene","1870",2007,"www.fta.dot.gov",15,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","United States","Fort Collins",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","United States","Hartford County","37550",2015,"www.nhregister.com",7,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","United States","Las Vegas","3608",NA,"news.oregonmetro.gov",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","United States","Los Angeles","16690",2012,"www.metro.net",10,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","United States","Miami",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","United States","New York","596",2013,"www.nbrti.org",9,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","United States","Orlando","4047",2007,"Bus Rapid Transit Planning Guide (ITDP) 2007",15,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","United States","Pittsburgh","5435",NA,"Bus Rapid Transit Planning Guide (ITDP) 2007",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","United States","Richmond",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Northern America","United States","San Bernardino",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Beijing",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Changde",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Changzhou","4400",2011,"Viva 2010 ( www.uncrd.or.jp ); www.chinabrt.org",11,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Chengdu",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Chongqing",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Dalian","2600",2011,"www.chinabrt.org",11,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Guangzhou",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Hangzhou","450",2007,"Bus Rapid Transit Planning Guide (ITDP) 2007",15,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Hefei",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Jinan",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Kunming",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Lanzhou",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Lianyungang",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Urumqi",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Xiamen",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Yancheng",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Yichang","555",2015,"www.chinabrt.org",7,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Yinchuan",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Zaozhuang",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","China","Zhengzhou",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","India","Ahmedabad","2400",2013,"www.worldbrt.net",9,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","India","Amritsar",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","India","Bhopal","2460",2013,"www.centralchronicle.com",9,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","India","Hubballi-Dharwad",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","India","Indore",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","India","Jaipur","389",2011,"Interview with JCTSL officials,EMBARQ",11,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","India","Pune - Primpi-Chinchwad","1958",2015,"www.worldbrt.net",7,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","India","Rajkot",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","India","Surat",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","Indonesia","Jakarta",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","Iran","Isfahan",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","Iran","Tabriz",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","Iran","Tehran",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","Israel","Haifa",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","Japan","Kesennuma - Tome",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","Japan","Nagoya","46500",2007,"Bus Rapid Transit Planning Guide (ITDP) 2007 ; www.chinabrt.org",15,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","Malaysia","Subang Jaya",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","Pakistan","Islamabad - Rawalpindi","20000",2015,"www.thenews.com.pk",7,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","Pakistan","Lahore","11540",2013,"Lahore Metrobus System",9,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","Republic of Korea","Seoul",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","Taiwan","Chiayi",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","Taiwan","Taichung","67000",2014,"easts.info",8,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","Taiwan","Taipei","350",2007,"Bus Rapid Transit Planning Guide (ITDP) 2007",15,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","Thailand","Bangkok",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Asia","Vietnam","Hanoi",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Africa","Nigeria","Lagos","1700",2010,"Viva 2010 ( www.uncrd.or.jp ); Trans-Africa Consortium 2010 ; www.itdp.org",12,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Africa","South Africa","Cape Town",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Africa","South Africa","Johannesburg","11980",NA,"",NA,0
"Infrastructure cost per kilometer (US$ million per km)","system cost","Africa","South Africa","Pretoria",NA,NA,"",NA,1
"Infrastructure cost per kilometer (US$ million per km)","system cost","Africa","Tanzania","Dar es Salaam","8130",2018,"DAR RAPID TRANSIT AGENCY",4,0
"GDP per capita (US$)","general info","Latin America","Argentina","Buenos Aires","9912",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Argentina","Buenos Aires - Metropolitan Area","9912",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Argentina","Córdoba","9912",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Argentina","Neuquén","9912",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Argentina","Santa Fe","9912",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Belém","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Belo Horizonte","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Brasília","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Campinas","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Criciúma","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Curitiba","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Fortaleza","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Goiânia","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Guarulhos","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Juiz de Fora","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Londrina","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Natal","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Niterói","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Porto Alegre","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Recife","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Rio de Janeiro","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","São Paulo","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","São Paulo - Metropolitan area","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Sumaré","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Teresina","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Uberaba","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Uberlândia","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Sorocaba","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Brazil","Maringá","8717",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Latin America","Chile","Concepción","15346",2017,"databank.worldbank.org",5,0
"GDP per capita (US$)","general info","Latin America","Chile","Santiago","15346",2017,"databank.worldbank.org",5,0
"GDP per capita (US$)","general info","Latin America","Colombia","Barranquilla","5806",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Colombia","Bogotá","5806",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Colombia","Bucaramanga","5806",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Colombia","Cali","5806",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Colombia","Cartagena","5806",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Colombia","Medellín","5806",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Colombia","Pereira","5806",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Ecuador","Guayaquil","6019",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Ecuador","Quito","6019",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","El Salvador","Gran San Salvador","4224",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Guatemala","Guatemala","4147",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Mexico","Acapulco","8209",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Mexico","Chihuahua","8209",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Mexico","Guadalajara","8209",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Mexico","Guadalupe","8209",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Mexico","Juárez","8209",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Mexico","León de los Aldama","8209",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Mexico","Mexico City","8209",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Mexico","Mexico City - Metropolitan Area","8209",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Mexico","Monterrey","8209",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Mexico","Pachuca","8209",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Mexico","Puebla","8209",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Mexico","Tijuana","8209",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Panama","Panama","13680",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Peru","Lima","6049",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Trinidad and Tobago","Port of Spain - Arima","16041",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Uruguay","Montevideo","15221",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Latin America","Venezuela","Barquisimeto","15692",2014,"databank.worldbank.org",8,0
