"Indicator","Category","Region","Country","City","Value","Year","Source","Timeliness","nas"
"User rating","system image","Northern America","United States","Fort Collins",NA,NA,"",NA,1
"User rating","system image","Northern America","United States","Hartford County",NA,NA,"",NA,1
"User rating","system image","Northern America","United States","Las Vegas",NA,NA,"",NA,1
"User rating","system image","Northern America","United States","Los Angeles",NA,NA,"",NA,1
"User rating","system image","Northern America","United States","Miami",NA,NA,"",NA,1
"User rating","system image","Northern America","United States","New York","Excellent",2014,"Information based in the Bx12, M15, S79 and Bx41 User Rating",8,0
"User rating","system image","Northern America","United States","Orlando",NA,NA,"",NA,1
"User rating","system image","Northern America","United States","Pittsburgh",NA,NA,"",NA,1
"User rating","system image","Northern America","United States","Richmond",NA,NA,"",NA,1
"User rating","system image","Northern America","United States","San Bernardino",NA,NA,"",NA,1
"User rating","system image","Asia","China","Beijing","Good",2013,"CUSTReC CATS",9,0
"User rating","system image","Asia","China","Changde",NA,NA,"",NA,1
"User rating","system image","Asia","China","Changzhou",NA,NA,"",NA,1
"User rating","system image","Asia","China","Chengdu",NA,NA,"",NA,1
"User rating","system image","Asia","China","Chongqing",NA,NA,"",NA,1
"User rating","system image","Asia","China","Dalian",NA,NA,"",NA,1
"User rating","system image","Asia","China","Guangzhou",NA,NA,"",NA,1
"User rating","system image","Asia","China","Hangzhou",NA,NA,"",NA,1
"User rating","system image","Asia","China","Hefei",NA,NA,"",NA,1
"User rating","system image","Asia","China","Jinan",NA,NA,"",NA,1
"User rating","system image","Asia","China","Kunming",NA,NA,"",NA,1
"User rating","system image","Asia","China","Lanzhou",NA,NA,"",NA,1
"User rating","system image","Asia","China","Lianyungang",NA,NA,"",NA,1
"User rating","system image","Asia","China","Urumqi",NA,NA,"",NA,1
"User rating","system image","Asia","China","Xiamen",NA,NA,"",NA,1
"User rating","system image","Asia","China","Yancheng",NA,NA,"",NA,1
"User rating","system image","Asia","China","Yichang",NA,NA,"",NA,1
"User rating","system image","Asia","China","Yinchuan",NA,NA,"",NA,1
"User rating","system image","Asia","China","Zaozhuang",NA,NA,"",NA,1
"User rating","system image","Asia","China","Zhengzhou",NA,NA,"",NA,1
"User rating","system image","Asia","India","Ahmedabad",NA,NA,"",NA,1
"User rating","system image","Asia","India","Amritsar",NA,NA,"",NA,1
"User rating","system image","Asia","India","Bhopal",NA,NA,"",NA,1
"User rating","system image","Asia","India","Hubballi-Dharwad",NA,NA,"",NA,1
"User rating","system image","Asia","India","Indore","Good",2011,"İETT",11,0
"User rating","system image","Asia","India","Jaipur","Good",2011,"Primary Survey,EMBARQ",11,0
"User rating","system image","Asia","India","Pune - Primpi-Chinchwad",NA,NA,"",NA,1
"User rating","system image","Asia","India","Rajkot",NA,NA,"",NA,1
"User rating","system image","Asia","India","Surat",NA,NA,"",NA,1
"User rating","system image","Asia","Indonesia","Jakarta",NA,NA,"",NA,1
"User rating","system image","Asia","Iran","Isfahan",NA,NA,"",NA,1
"User rating","system image","Asia","Iran","Tabriz",NA,NA,"",NA,1
"User rating","system image","Asia","Iran","Tehran",NA,NA,"",NA,1
"User rating","system image","Asia","Israel","Haifa","Excellent",2017,"www.ynet.co.il",5,0
"User rating","system image","Asia","Japan","Kesennuma - Tome",NA,NA,"",NA,1
"User rating","system image","Asia","Japan","Nagoya",NA,NA,"",NA,1
"User rating","system image","Asia","Malaysia","Subang Jaya",NA,NA,"",NA,1
"User rating","system image","Asia","Pakistan","Islamabad - Rawalpindi",NA,NA,"",NA,1
"User rating","system image","Asia","Pakistan","Lahore",NA,NA,"",NA,1
"User rating","system image","Asia","Republic of Korea","Seoul",NA,NA,"",NA,1
"User rating","system image","Asia","Taiwan","Chiayi",NA,NA,"",NA,1
"User rating","system image","Asia","Taiwan","Taichung",NA,NA,"",NA,1
"User rating","system image","Asia","Taiwan","Taipei",NA,NA,"",NA,1
"User rating","system image","Asia","Thailand","Bangkok",NA,NA,"",NA,1
"User rating","system image","Asia","Vietnam","Hanoi",NA,NA,"",NA,1
"User rating","system image","Africa","Nigeria","Lagos",NA,NA,"",NA,1
"User rating","system image","Africa","South Africa","Cape Town",NA,NA,"",NA,1
"User rating","system image","Africa","South Africa","Johannesburg",NA,NA,"",NA,1
"User rating","system image","Africa","South Africa","Pretoria",NA,NA,"",NA,1
"User rating","system image","Africa","Tanzania","Dar es Salaam",NA,NA,"",NA,1
"Unique bus livery","system image","Latin America","Argentina","Buenos Aires","No",2018,"www.buenosaires.gob.ar",4,0
"Unique bus livery","system image","Latin America","Argentina","Buenos Aires - Metropolitan Area",NA,NA,"",NA,1
"Unique bus livery","system image","Latin America","Argentina","Córdoba","No",2014,"vimeo.com",8,0
"Unique bus livery","system image","Latin America","Argentina","Neuquén",NA,NA,"",NA,1
"Unique bus livery","system image","Latin America","Argentina","Santa Fe",NA,NA,"",NA,1
"Unique bus livery","system image","Latin America","Brazil","Belém",NA,NA,"",NA,1
"Unique bus livery","system image","Latin America","Brazil","Belo Horizonte","Yes",NA,"www.bhtrans.pbh.gov.br",NA,0
"Unique bus livery","system image","Latin America","Brazil","Brasília","No",NA,"",NA,0
"Unique bus livery","system image","Latin America","Brazil","Campinas","No",NA,"",NA,0
"Unique bus livery","system image","Latin America","Brazil","Criciúma","Yes",NA,"litoralbus3.blogspot.com",NA,0
"Unique bus livery","system image","Latin America","Brazil","Curitiba","Yes",NA,"www.urbs.curitiba.pr.gov.br",NA,0
"Unique bus livery","system image","Latin America","Brazil","Fortaleza","Yes",2019,"ETUFOR",3,0
"Unique bus livery","system image","Latin America","Brazil","Goiânia","No",NA,"",NA,0
"Unique bus livery","system image","Latin America","Brazil","Guarulhos",NA,NA,"",NA,1
"Unique bus livery","system image","Latin America","Brazil","Juiz de Fora","No",NA,"",NA,0
"Unique bus livery","system image","Latin America","Brazil","Londrina","No",NA,"",NA,0
"Unique bus livery","system image","Latin America","Brazil","Natal","No",NA,"",NA,0
"Unique bus livery","system image","Latin America","Brazil","Niterói","Yes",NA,"transoceanicaniteroi.com",NA,0
"Unique bus livery","system image","Latin America","Brazil","Porto Alegre","No",NA,"",NA,0
"Unique bus livery","system image","Latin America","Brazil","Recife","Yes",NA,"www.granderecife.pe.gov.br",NA,0
"Unique bus livery","system image","Latin America","Brazil","Rio de Janeiro","Yes",NA,"",NA,0
"Unique bus livery","system image","Latin America","Brazil","São Paulo","No",NA,"www.sptrans.com.br",NA,0
"Unique bus livery","system image","Latin America","Brazil","São Paulo - Metropolitan area","No",NA,"",NA,0
"Unique bus livery","system image","Latin America","Brazil","Sumaré","No",NA,"",NA,0
"Unique bus livery","system image","Latin America","Brazil","Teresina","Yes",2016,"strans.pmt.pi.gov.br",6,0
"Unique bus livery","system image","Latin America","Brazil","Uberaba","Yes",2015,"www.uberaba.mg.gov.br",7,0
"Unique bus livery","system image","Latin America","Brazil","Uberlândia","No",2014,"www.uberlandia.mg.gov.br",8,0
"Unique bus livery","system image","Latin America","Brazil","Sorocaba",NA,NA,"",NA,1
"Unique bus livery","system image","Latin America","Brazil","Maringá",NA,NA,"",NA,1
"Unique bus livery","system image","Latin America","Chile","Concepción","Yes",2016,"www.biobiochile.cl",6,0
"Unique bus livery","system image","Latin America","Chile","Santiago","Yes",2015,"www.dtpm.cl",7,0
"Unique bus livery","system image","Latin America","Colombia","Barranquilla","Yes",NA,"",NA,0
"Unique bus livery","system image","Latin America","Colombia","Bogotá","Yes",2013,"www.transmilenio.gov.co",9,0
"Unique bus livery","system image","Latin America","Colombia","Bucaramanga","Yes",NA,"",NA,0
"Unique bus livery","system image","Latin America","Colombia","Cali","Yes",2015,"mio.com.co",7,0
"Unique bus livery","system image","Latin America","Colombia","Cartagena","Yes",2016,"www.transcaribe.gov.co",6,0
"Unique bus livery","system image","Latin America","Colombia","Medellín","Yes",NA,"www.metroplus.gov.co",NA,0
"Unique bus livery","system image","Latin America","Colombia","Pereira","Yes",NA,"",NA,0
"Unique bus livery","system image","Latin America","Ecuador","Guayaquil","Yes",NA,"www.metrovia-gye.com",NA,0
"Unique bus livery","system image","Latin America","Ecuador","Quito","Yes",NA,"PUC Chile",NA,0
"Unique bus livery","system image","Latin America","El Salvador","Gran San Salvador","Yes",2015,"www.vmt.gob.sv",7,0
"Unique bus livery","system image","Latin America","Guatemala","Guatemala","Yes",NA,"transmetro.muniguate.com",NA,0
"Unique bus livery","system image","Latin America","Mexico","Acapulco","Yes",2016,"www.acabus.gob.mx",6,0
"Unique bus livery","system image","Latin America","Mexico","Chihuahua","Yes",2013,"vivebus.chihuahua.gob.mx",9,0
"Unique bus livery","system image","Latin America","Mexico","Guadalajara","Yes",NA,"www.macrobus.gob.mx",NA,0
"Unique bus livery","system image","Latin America","Mexico","Guadalupe","Yes",2014,"www.nl.gob.mx",8,0
"Unique bus livery","system image","Latin America","Mexico","Juárez","Yes",2013,"www.puentelibre.mx",9,0
"Unique bus livery","system image","Latin America","Mexico","León de los Aldama","Yes",NA,"www.metrobus.df.gob.mx",NA,0
"Unique bus livery","system image","Latin America","Mexico","Mexico City","Yes",NA,"www.metrobus.cdmx.gob.mx",NA,0
"Unique bus livery","system image","Latin America","Mexico","Mexico City - Metropolitan Area","Yes",2016,"es.wikipedia.org",6,0
"Unique bus livery","system image","Latin America","Mexico","Monterrey","Yes",2014,"ecovia.nl.gob.mx",8,0
"Unique bus livery","system image","Latin America","Mexico","Pachuca","Yes",2016,"www.servicio-tuzobus.mx",6,0
"Unique bus livery","system image","Latin America","Mexico","Puebla","Yes",2015,"rutapuebla.mx",7,0
"Unique bus livery","system image","Latin America","Mexico","Tijuana",NA,NA,"",NA,1
"Unique bus livery","system image","Latin America","Panama","Panama","Yes",NA,"",NA,0
"Unique bus livery","system image","Latin America","Peru","Lima","No",NA,"",NA,0
"Unique bus livery","system image","Latin America","Trinidad and Tobago","Port of Spain - Arima",NA,NA,"",NA,1
"Unique bus livery","system image","Latin America","Uruguay","Montevideo","No",2013,"",9,0
"Unique bus livery","system image","Latin America","Venezuela","Barquisimeto","Yes",2015,"www.youtube.com",7,0
"Unique bus livery","system image","Latin America","Venezuela","Caracas","Yes",2013,"Metro Caracas",9,0
"Unique bus livery","system image","Latin America","Venezuela","Merida","Yes",NA,"www.tromerca.gob.ve",NA,0
"Unique bus livery","system image","Oceania","Australia","Adelaide","No",2013,"Currie G; Delbosc, A; Assessing bus rapid transit system performance in Australasia",9,0
"Unique bus livery","system image","Oceania","Australia","Brisbane","No",2013,"Currie G; Delbosc, A; Assessing bus rapid transit system performance in Australasia",9,0
"Unique bus livery","system image","Oceania","Australia","Sydney - Metropolitan Area","No",2013,"Currie G; Delbosc, A. (2013) Assessing bus rapid transit system performance in Australasia",9,0
"Unique bus livery","system image","Oceania","New Caledonia","Nouméa","Yes",2019,"la1ere.francetvinfo.fr",3,0
"Unique bus livery","system image","Oceania","New Zealand","Auckland","No",2013,"Currie G; Delbosc, A; Assessing bus rapid transit system performance in Australasia",9,0
"Unique bus livery","system image","Europe","Belgium","Liège","No",NA,"",NA,0
"Unique bus livery","system image","Europe","Finland","Helsinki","Yes",2013,"www.hsl.fi",9,0
"Unique bus livery","system image","Europe","France","Belfort","No",2017,"www.optymo.fr",5,0
"Unique bus livery","system image","Europe","France","Caen",NA,NA,"",NA,1
"Unique bus livery","system image","Europe","France","Cannes","Yes",2014,"www.silteplait.info",8,0
"Unique bus livery","system image","Europe","France","Châlon-sur-Saône","Yes",2014,"www.ville-rail-transports.com",8,0
"Unique bus livery","system image","Europe","France","Douai",NA,NA,"",NA,1
"Unique bus livery","system image","Europe","France","Evry","Yes",2014,"www.bus-tice.com",8,0
"Unique bus livery","system image","Europe","France","La Rochelle",NA,NA,"",NA,1
"Unique bus livery","system image","Europe","France","Le Mans","Yes",2016,"www.lemainelibre.fr",6,0
"Unique bus livery","system image","Europe","France","Lille",NA,NA,"",NA,1
"Unique bus livery","system image","Europe","France","Lorient",NA,NA,"",NA,1
"Unique bus livery","system image","Europe","France","Lyon","Yes",2017,"fr.wikipedia.org",5,0
"Unique bus livery","system image","Europe","France","Maubeuge",NA,NA,"",NA,1
"Unique bus livery","system image","Europe","France","Metz","Yes",2013,"mettis.metzmetropole.fr",9,0
"Unique bus livery","system image","Europe","France","Nancy",NA,NA,"",NA,1
"Unique bus livery","system image","Europe","France","Nantes","Yes",2011,"COST - European Cooperation in Science and Technology",11,0
"Unique bus livery","system image","Europe","France","Nîmes","Yes",2015,"www.tangobus.fr",7,0
"Unique bus livery","system image","Europe","France","Paris","Yes",2011,"",11,0
"Unique bus livery","system image","Europe","France","Rouen","Yes",2011,"COST - European Cooperation in Science and Technology",11,0
"Unique bus livery","system image","Europe","France","Saint-Nazaire","Yes",2012,"www.agglo-carene.fr",10,0
"Unique bus livery","system image","Europe","France","Strasbourg","Yes",2014,"technicity.daimler.com",8,0
"Unique bus livery","system image","Europe","France","Toulouse",NA,NA,"",NA,1
"Unique bus livery","system image","Europe","Germany","Essen","Yes",2011,"COST - European Cooperation in Science and Technology",11,0
"Unique bus livery","system image","Europe","Germany","Oberhausen","No",2011,"COST - European Cooperation in Science and Technology",11,0
"Unique bus livery","system image","Europe","Netherlands","Almere",NA,NA,"",NA,1
"Unique bus livery","system image","Europe","Netherlands","Amsterdam","Yes",2011,"COST - European Cooperation in Science and Technology",11,0
