"REGION","COUNTRY","CITY","CORRIDOR","CORRIDOR_LENGTH_KM","DAILY_DEMAND_CORRIDOR_PASSENGERS_PER_DAY","GRADE_SEPARATED_INTERSECTIONS_CORRIDOR","LENGTH_OF_EXCLUSIVE_LANES_CORRIDOR_KM","LENGTH_OF_SEGREGATED_COUNTERFLOW_LANES_CORRIDOR_KM","LENGTH_OF_SEGREGATED_LANES_CORRIDOR_KM","OPERATING_SPEED_CORRIDOR","PEAK_FREQUENCY_CORRIDOR_BUSES_PER_HOUR_PER_DIRECTION","PEAK_LOAD_CORRIDOR_PASSENGERS_PER_HOUR_PER_DIRECTION","PHYSICALLY_INTEGRATED_FEEDERS","PRE_BOARD_FARE_COLLECTION_CORRIDOR","STATION_SPACING_CORRIDOR_M","TOTAL_COST_PER_KILOMETER_CORRIDOR_US_MILLION_PER_KM","YEAR_CORRIDOR_COMMENCED"
"Northern America","United States","New York","B44 SBS (Nostrand Avenue)",14.96,41000,"None",NA,NA,NA,"",12,NA,"N/A","All","805",0.602,2013
"Northern America","United States","New York","Bx12 SBS (Fordham Road - Pelham Pkwy)",14.48,47037,"None",0,0,6.12,"18.5",15,NA,"N/A","All","805",0.691,2008
"Northern America","United States","New York","Bx41 SBS (Webster Avenue)",8.53,22000,"None",0,0,6.44,"19.8",8,NA,"N/A","All","775",1.758,2013
"Northern America","United States","New York","M15 SBS (1st/2nd Ave)",13.68,57557,"None",0,0,10.14,"12",15,NA,"N/A","All","805",1.279,2010
"Northern America","United States","New York","M34/M34A SBS (34th Street)",4,22000,"None",NA,NA,NA,"",17,NA,"N/A","All","327",6.75,2011
"Northern America","United States","New York","S79 SBS (Hylan Boulevard)",24.13,9972,"None",0,0,3.53,"",8,NA,"N/A","All","805",0.29,2012
"Northern America","United States","Oakland","San Pablo Rapid",23.8,13000,"",NA,NA,NA,"",12,NA,"","","",NA,2003
"Northern America","United States","Orlando","LYNX Lymmo",5.1,4475,"",NA,NA,NA,"",15,NA,"","","",4.047,1997
"Northern America","United States","Phoenix","",128.01,2372,"",NA,NA,NA,"",6,NA,"","","",NA,2008
"Northern America","United States","Pittsburgh","MLK East Busway",15,24000,"",NA,NA,NA,"48.3",15,5000,"","None","1633",NA,1983
"Northern America","United States","Pittsburgh","South Busway",7,9262,"",NA,NA,NA,"45.1",30,1650,"","None","627",NA,1977
"Northern America","United States","Pittsburgh","West Busway",9,8419,"",NA,NA,NA,"48.3",12,1365,"","None","1350",NA,2000
"Northern America","United States","San Bernardino","sbX",25.7,NA,"None",0,0,9.4,"",6,NA,"","None","1606.3",7.459,2014
"Northern America","United States","San Diego","UTC East Loop",4,NA,"None",NA,NA,NA,"",NA,NA,"","","666.7",NA,2012
"Northern America","United States","San Diego","UTC Transit Center – UCSD",10,NA,"None",NA,NA,NA,"",NA,NA,"","","833.3",NA,2009
"Northern America","United States","Snohomish County","",28.9,4878,"",NA,NA,NA,"",NA,NA,"","","",NA,2009
"Northern America","United States","Stockton","Route #40 - Pacific Corridor",8.85,3236,"",NA,NA,NA,"",6,NA,"","All","1.1",NA,2007
"Northern America","United States","Stockton","Route #43 - Hammer Corridor",8.52,1120,"",NA,NA,NA,"",4,NA,"","All","0.6",NA,2012
"Northern America","United States","Stockton","Route #44 - Airport Corridor",8.85,966,"",NA,NA,NA,"",3,NA,"","All","1.1",NA,2011
"Oceania","Australia","Adelaide","North East Busway",12,32000,"All",12,0,0,"80",85,6700,"","None","5000",10.25,1986
"Oceania","Australia","Brisbane","Eastern Busway",4,88300,"All",4,0,0,"20",89,9400,"","None","667",155.8,2009
"Oceania","Australia","Brisbane","Northern Busway",7.9,108300,"All",7.9,0,0,"",62,12500,"","None","1134",65.59,2008
"Oceania","Australia","Brisbane","South East Busway",16.5,160200,"All",16.5,0,0,"55",295,19900,"","None","1650",12.85,2000
"Oceania","Australia","Sydney - Blacktown - Rouse Hill","Blacktown to Rouse Hill (North-West T-way)",6.4,NA,"None",0,0,6.4,"18",17,NA,"Yes","Partial","711",NA,2007
"Oceania","Australia","Sydney - Liverpool - Parramatta","Liverpool-Parramatta T-Way",31,10681,"Partial",3,0,28,"29",6,3069,"Yes","Partial","920",NA,2003
"Oceania","Australia","Sydney - Parramatta - Rouse Hill","Parramatta to Rouse Hill (North-West T-way)",11.7,7660,"Partial",0,0,11.7,"29",42,NA,"No","Partial","861",NA,2007
"Oceania","New Zealand","Auckland","Northern Busway",6.2,22900,"All",6.2,0,0,"31",82,2200,"","None","1240",36.36,2008
