Region,Country,City,Corridor,Value,Year,Source
Northern America,United States,Las Vegas,MAX (Metropolitan Area Express),None,2013,Google maps
Northern America,United States,Las Vegas,SDX (Strip & Downtown Express),,,
Northern America,United States,Las Vegas,SX (Sahara Express),None,2012,news.oregonmetro.gov
Northern America,United States,Los Angeles,Orange Line,None,2007,Metro Orange Line presented to APTA by Dana Woodbury
Northern America,United States,Miami,South Miami-Dade Busway,,,
Northern America,United States,New York,Bx12 SBS (Fordham Road - Pelham Pkwy),None,,www.nyc.gov
Northern America,United States,New York,M15 SBS (1st/2nd Ave),None,,www.nyc.gov
Northern America,United States,New York,M34/M34A SBS (34th Street),None,2014,Google Street
Northern America,United States,New York,S79 SBS (Hylan Boulevard),None,2014,Google Street
Northern America,United States,New York,B44 SBS (Nostrand Avenue),None,2014,Google Street
Northern America,United States,New York,Bx41 SBS (Webster Avenue),None,2014,Google Street
Northern America,United States,Oakland,San Pablo Rapid,,,
Northern America,United States,Orlando,LYNX Lymmo,,,
Northern America,United States,Phoenix,,,,
Northern America,United States,Pittsburgh,MLK East Busway,,,
Northern America,United States,Pittsburgh,South Busway,,,
Northern America,United States,Pittsburgh,West Busway,,,
Northern America,United States,San Bernardino,sbX,None,2014,photosynth.net
Northern America,United States,San Diego,UTC Transit Center – UCSD,None,2013,www.sdmts.com
Northern America,United States,San Diego,UTC East Loop,None,2013,www.sdmts.com
Northern America,United States,Snohomish County,,,,
Northern America,United States,Stockton,Route #40 - Pacific Corridor,,,
Northern America,United States,Stockton,Route #43 - Hammer Corridor,,,
Northern America,United States,Stockton,Route #44 - Airport Corridor,,,
Oceania,Australia,Adelaide,North East Busway,All,2013,"Currie G; Delbosc, A; Assessing bus rapid transit system performance in Australasia"
Oceania,Australia,Brisbane,South East Busway,All,2013,"Currie G; Delbosc, A; Assessing bus rapid transit system performance in Australasia"
Oceania,Australia,Brisbane,Northern Busway,All,2013,"Currie G; Delbosc, A; Assessing bus rapid transit system performance in Australasia"
Oceania,Australia,Brisbane,Eastern Busway,All,2013,"Currie G; Delbosc, A; Assessing bus rapid transit system performance in Australasia"
